id,timestamp,vehicle_id,position_x,position_y,attack_type,confidence,severity,reconstruction_error,speed,metadata,created_at
83,2026-02-23T20:33:02.478082,6,1.66,40.67,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:02
84,2026-02-23T20:33:02.478082,9,65.4,68.28,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:02
85,2026-02-23T20:33:02.478082,12,36.61,38.24,Position Falsification,0.6,MEDIUM,0.3081,,{},2026-02-23 20:33:02
86,2026-02-23T20:33:02.662095,0,34.2,29.07,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:02
87,2026-02-23T20:33:02.662095,3,89.96,91.13,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:02
88,2026-02-23T20:33:02.663227,6,5.63,39.45,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:02
89,2026-02-23T20:33:02.663227,9,61.61,68.11,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:02
90,2026-02-23T20:33:02.663227,12,38.47,38.12,Position Falsification,0.6,MEDIUM,0.3714,,{},2026-02-23 20:33:02
91,2026-02-23T20:33:02.866606,0,36.47,30.05,Position Falsification,0.7,MEDIUM,0.4,,{},2026-02-23 20:33:02
92,2026-02-23T20:33:02.866606,3,92.34,89.89,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:02
93,2026-02-23T20:33:02.866606,6,9.6,38.24,GPS Spoofing,1.0,HIGH,0.3118,,{},2026-02-23 20:33:02
94,2026-02-23T20:33:02.866606,9,65.49,63.23,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:02
95,2026-02-23T20:33:02.866606,12,40.34,38.0,Position Falsification,0.6,MEDIUM,0.4,,{},2026-02-23 20:33:02
96,2026-02-23T20:33:03.039600,0,38.02,34.24,Position Falsification,1.0,HIGH,0.4,,{},2026-02-23 20:33:03
97,2026-02-23T20:33:03.039600,3,88.42,85.63,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:03
98,2026-02-23T20:33:03.039600,6,13.57,37.02,Position Falsification,0.6,MEDIUM,0.2583,,{},2026-02-23 20:33:03
99,2026-02-23T20:33:03.040019,9,69.05,65.45,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:03
100,2026-02-23T20:33:03.040019,12,42.21,37.87,Position Falsification,0.6,MEDIUM,0.4,,{},2026-02-23 20:33:03
101,2026-02-23T20:33:03.218689,0,39.57,38.44,Position Falsification,0.7,MEDIUM,0.4,,{},2026-02-23 20:33:03
102,2026-02-23T20:33:03.221528,3,84.49,81.37,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:03
103,2026-02-23T20:33:03.221528,6,14.0,34.71,Unknown Attack,0.5,LOW,0.362,,{},2026-02-23 20:33:03
104,2026-02-23T20:33:03.221528,9,72.62,67.68,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:03
105,2026-02-23T20:33:03.221528,12,44.08,37.75,Position Falsification,0.4,MEDIUM,0.4,,{},2026-02-23 20:33:03
106,2026-02-23T20:33:03.425279,0,41.93,37.49,Position Falsification,1.0,HIGH,0.4,,{},2026-02-23 20:33:03
107,2026-02-23T20:33:03.425279,3,80.56,77.12,GPS Spoofing,1.0,HIGH,0.345,,{},2026-02-23 20:33:03
108,2026-02-23T20:33:03.425279,6,18.24,32.67,Unknown Attack,0.5,LOW,0.3267,,{},2026-02-23 20:33:03
109,2026-02-23T20:33:03.425279,9,76.18,69.9,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:03
110,2026-02-23T20:33:03.425279,12,43.09,33.52,Position Falsification,0.4,MEDIUM,0.292,,{},2026-02-23 20:33:03
111,2026-02-23T20:33:03.702266,0,38.68,34.39,GPS Spoofing,0.9,HIGH,0.4,,{},2026-02-23 20:33:03
112,2026-02-23T20:33:03.702266,3,76.63,72.86,GPS Spoofing,1.0,HIGH,0.3278,,{},2026-02-23 20:33:03
113,2026-02-23T20:33:03.702266,6,22.48,30.62,Unknown Attack,0.5,LOW,0.3778,,{},2026-02-23 20:33:03
114,2026-02-23T20:33:03.702266,9,79.48,74.7,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:03
115,2026-02-23T20:33:03.702266,12,42.11,29.29,Position Falsification,0.4,MEDIUM,0.3669,,{},2026-02-23 20:33:03
116,2026-02-23T20:33:03.869815,0,35.42,31.28,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:03
117,2026-02-23T20:33:03.869815,3,72.7,68.6,GPS Spoofing,1.0,HIGH,0.3144,,{},2026-02-23 20:33:03
118,2026-02-23T20:33:03.869815,6,21.86,29.96,Unknown Attack,0.5,LOW,0.4,,{},2026-02-23 20:33:03
119,2026-02-23T20:33:03.869815,9,82.78,77.06,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:03
120,2026-02-23T20:33:03.869815,12,41.13,25.06,Position Falsification,0.4,MEDIUM,0.2832,,{},2026-02-23 20:33:03
121,2026-02-23T20:33:04.077714,0,37.97,28.14,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:04
122,2026-02-23T20:33:04.078419,3,72.55,71.29,Position Falsification,0.7,MEDIUM,0.3954,,{},2026-02-23 20:33:04
123,2026-02-23T20:33:04.078419,6,21.23,29.3,Unknown Attack,0.5,LOW,0.4,,{},2026-02-23 20:33:04
124,2026-02-23T20:33:04.078419,9,86.08,79.41,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:04
125,2026-02-23T20:33:04.078419,12,40.15,20.84,Position Falsification,0.4,MEDIUM,0.3673,,{},2026-02-23 20:33:04
126,2026-02-23T20:33:04.260810,0,40.51,25.01,GPS Spoofing,1.0,HIGH,0.3669,,{},2026-02-23 20:33:04
127,2026-02-23T20:33:04.260810,3,72.41,73.98,Position Falsification,0.7,MEDIUM,0.3594,,{},2026-02-23 20:33:04
128,2026-02-23T20:33:04.260810,6,21.14,32.1,Unknown Attack,0.5,LOW,0.3509,,{},2026-02-23 20:33:04
129,2026-02-23T20:33:04.260810,9,89.37,81.76,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:04
130,2026-02-23T20:33:04.260810,12,39.16,16.61,Unknown Attack,0.5,LOW,0.247,,{},2026-02-23 20:33:04
131,2026-02-23T20:33:04.464306,0,43.06,21.87,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:04
132,2026-02-23T20:33:04.464306,3,72.26,76.67,GPS Spoofing,0.8,HIGH,0.4,,{},2026-02-23 20:33:04
133,2026-02-23T20:33:04.464306,6,21.05,34.9,Unknown Attack,0.5,LOW,0.4,,{},2026-02-23 20:33:04
134,2026-02-23T20:33:04.464306,9,93.15,80.67,GPS Spoofing,1.0,HIGH,0.3761,,{},2026-02-23 20:33:04
135,2026-02-23T20:33:04.464306,12,38.18,12.38,Replay Attack,0.3,NONE,0.1881,,{},2026-02-23 20:33:04
136,2026-02-23T20:33:04.639865,0,45.61,18.73,GPS Spoofing,1.0,HIGH,0.3541,,{},2026-02-23 20:33:04
137,2026-02-23T20:33:04.639865,3,72.11,79.36,Position Falsification,0.6,MEDIUM,0.3414,,{},2026-02-23 20:33:04
138,2026-02-23T20:33:04.639865,6,20.96,37.69,Unknown Attack,0.5,LOW,0.4,,{},2026-02-23 20:33:04
139,2026-02-23T20:33:04.639865,9,96.92,79.59,GPS Spoofing,1.0,HIGH,0.3799,,{},2026-02-23 20:33:04
140,2026-02-23T20:33:04.639865,12,37.2,8.15,GPS Spoofing,0.9,HIGH,0.3012,,{},2026-02-23 20:33:04
141,2026-02-23T20:33:14.940943,0,40.86,23.48,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:14
142,2026-02-23T20:33:14.940943,3,71.96,82.05,Position Falsification,0.6,MEDIUM,0.349,,{},2026-02-23 20:33:14
143,2026-02-23T20:33:14.940943,6,20.87,40.49,Position Falsification,0.7,MEDIUM,0.3964,,{},2026-02-23 20:33:14
144,2026-02-23T20:33:14.940943,9,100.0,78.5,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:14
145,2026-02-23T20:33:14.940943,12,36.22,3.92,GPS Spoofing,0.9,HIGH,0.1931,,{},2026-02-23 20:33:15
146,2026-02-23T20:33:15.148670,0,43.08,23.51,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:15
147,2026-02-23T20:33:15.148670,3,71.81,84.74,GPS Spoofing,1.0,HIGH,0.2273,,{},2026-02-23 20:33:15
148,2026-02-23T20:33:15.148670,6,20.78,43.29,Position Falsification,1.0,HIGH,0.3984,,{},2026-02-23 20:33:15
149,2026-02-23T20:33:15.148670,9,96.23,77.42,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:15
150,2026-02-23T20:33:15.148670,12,35.23,0.0,GPS Spoofing,0.9,HIGH,0.288,,{},2026-02-23 20:33:15
151,2026-02-23T20:33:15.338092,0,46.2,26.48,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:15
152,2026-02-23T20:33:15.338092,3,71.66,87.43,GPS Spoofing,1.0,HIGH,0.2394,,{},2026-02-23 20:33:15
153,2026-02-23T20:33:15.338092,6,20.69,46.08,Position Falsification,1.0,HIGH,0.2598,,{},2026-02-23 20:33:15
154,2026-02-23T20:33:15.338092,9,100.0,74.22,GPS Spoofing,1.0,HIGH,0.3514,,{},2026-02-23 20:33:15
155,2026-02-23T20:33:15.338092,12,34.25,4.23,GPS Spoofing,0.9,HIGH,0.2267,,{},2026-02-23 20:33:15
156,2026-02-23T20:33:15.536638,0,49.32,29.45,GPS Spoofing,0.9,HIGH,0.4,,{},2026-02-23 20:33:15
157,2026-02-23T20:33:15.536638,3,71.52,90.12,GPS Spoofing,1.0,HIGH,0.3524,,{},2026-02-23 20:33:15
158,2026-02-23T20:33:15.536638,6,21.35,41.28,Position Falsification,1.0,HIGH,0.3658,,{},2026-02-23 20:33:15
159,2026-02-23T20:33:15.537652,9,96.07,71.02,GPS Spoofing,1.0,HIGH,0.3947,,{},2026-02-23 20:33:15
160,2026-02-23T20:33:15.537652,12,35.89,4.76,GPS Spoofing,0.9,HIGH,0.3737,,{},2026-02-23 20:33:15
161,2026-02-23T20:33:15.730757,0,52.45,32.42,GPS Spoofing,0.9,HIGH,0.4,,{},2026-02-23 20:33:15
162,2026-02-23T20:33:15.730757,3,76.38,86.76,GPS Spoofing,1.0,HIGH,0.2271,,{},2026-02-23 20:33:15
163,2026-02-23T20:33:15.730757,6,22.01,36.48,GPS Spoofing,0.9,HIGH,0.2882,,{},2026-02-23 20:33:15
164,2026-02-23T20:33:15.730757,9,92.13,67.83,GPS Spoofing,1.0,HIGH,0.3482,,{},2026-02-23 20:33:15
165,2026-02-23T20:33:15.736518,12,37.52,5.3,GPS Spoofing,0.9,HIGH,0.4,,{},2026-02-23 20:33:15
166,2026-02-23T20:33:15.930435,0,55.57,35.39,GPS Spoofing,0.9,HIGH,0.4,,{},2026-02-23 20:33:15
167,2026-02-23T20:33:15.930435,3,81.24,83.4,GPS Spoofing,1.0,HIGH,0.2274,,{},2026-02-23 20:33:15
168,2026-02-23T20:33:15.930435,6,22.67,31.67,GPS Spoofing,1.0,HIGH,0.316,,{},2026-02-23 20:33:15
169,2026-02-23T20:33:15.930435,9,90.25,63.02,GPS Spoofing,1.0,HIGH,0.3081,,{},2026-02-23 20:33:15
170,2026-02-23T20:33:15.930435,12,39.16,5.84,GPS Spoofing,0.9,HIGH,0.3295,,{},2026-02-23 20:33:15
171,2026-02-23T20:33:16.132745,0,56.19,39.58,GPS Spoofing,0.9,HIGH,0.4,,{},2026-02-23 20:33:16
172,2026-02-23T20:33:16.132745,3,78.8,78.94,GPS Spoofing,1.0,HIGH,0.2685,,{},2026-02-23 20:33:16
173,2026-02-23T20:33:16.132745,6,23.34,26.87,GPS Spoofing,1.0,HIGH,0.3525,,{},2026-02-23 20:33:16
174,2026-02-23T20:33:16.132745,9,88.37,58.21,GPS Spoofing,1.0,HIGH,0.3084,,{},2026-02-23 20:33:16
175,2026-02-23T20:33:16.132745,12,40.8,6.37,GPS Spoofing,0.9,HIGH,0.3277,,{},2026-02-23 20:33:16
176,2026-02-23T20:33:16.336215,0,56.8,43.77,GPS Spoofing,0.9,HIGH,0.4,,{},2026-02-23 20:33:16
177,2026-02-23T20:33:16.336215,3,82.37,83.53,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:16
178,2026-02-23T20:33:16.336215,6,24.0,22.07,GPS Spoofing,1.0,HIGH,0.2556,,{},2026-02-23 20:33:16
179,2026-02-23T20:33:16.337232,9,84.08,57.71,GPS Spoofing,1.0,HIGH,0.3868,,{},2026-02-23 20:33:16
180,2026-02-23T20:33:16.337232,12,42.95,2.03,GPS Spoofing,0.9,HIGH,0.3576,,{},2026-02-23 20:33:16
181,2026-02-23T20:33:16.536212,0,57.71,48.64,GPS Spoofing,0.9,HIGH,0.3975,,{},2026-02-23 20:33:16
182,2026-02-23T20:33:16.537221,3,86.68,83.76,GPS Spoofing,0.9,HIGH,0.4,,{},2026-02-23 20:33:16
183,2026-02-23T20:33:16.537221,6,24.66,17.26,GPS Spoofing,1.0,HIGH,0.2162,,{},2026-02-23 20:33:16
184,2026-02-23T20:33:16.537678,9,79.79,57.21,GPS Spoofing,1.0,HIGH,0.3855,,{},2026-02-23 20:33:16
185,2026-02-23T20:33:16.537678,12,45.1,0.0,Position Falsification,1.0,HIGH,0.4,,{},2026-02-23 20:33:16
186,2026-02-23T20:33:16.729472,0,58.61,53.51,GPS Spoofing,1.0,HIGH,0.3515,,{},2026-02-23 20:33:16
187,2026-02-23T20:33:16.729472,3,90.79,79.4,GPS Spoofing,1.0,HIGH,0.4,,{},2026-02-23 20:33:16
188,2026-02-23T20:33:16.729472,6,25.32,12.46,GPS Spoofing,1.0,HIGH,0.3358,,{},2026-02-23 20:33:16
189,2026-02-23T20:33:16.729472,9,75.5,56.71,GPS Spoofing,1.0,HIGH,0.3853,,{},2026-02-23 20:33:16
190,2026-02-23T20:33:16.729472,12,47.25,4.34,Unknown Attack,0.5,LOW,0.4,,{},2026-02-23 20:33:16
191,2026-02-23T20:33:16.934770,0,59.51,58.39,GPS Spoofing,1.0,HIGH,0.2196,,{},2026-02-23 20:33:16
192,2026-02-23T20:33:16.934770,3,94.9,75.04,GPS Spoofing,0.9,HIGH,0.4,,{},2026-02-23 20:33:16
193,2026-02-23T20:33:16.934770,6,23.64,10.88,GPS Spoofing,1.0,HIGH,0.372,,{},2026-02-23 20:33:16
194,2026-02-23T20:33:16.934770,9,71.2,56.21,GPS Spoofing,1.0,HIGH,0.3702,,{},2026-02-23 20:33:16
195,2026-02-23T20:33:16.934770,12,51.5,2.59,Position Falsification,0.7,MEDIUM,0.4,,{},2026-02-23 20:33:16
196,2026-02-23T20:33:17.134482,0,60.42,63.26,GPS Spoofing,1.0,HIGH,0.2546,,{},2026-02-23 20:33:17
197,2026-02-23T20:33:17.134482,3,99.01,70.68,Message Tampering,0.8,MEDIUM,0.4,,{},2026-02-23 20:33:17
198,2026-02-23T20:33:17.134482,6,21.97,9.31,GPS Spoofing,1.0,HIGH,0.318,,{},2026-02-23 20:33:17
199,2026-02-23T20:33:17.136332,9,70.65,54.35,GPS Spoofing,1.0,HIGH,0.3061,,{},2026-02-23 20:33:17
200,2026-02-23T20:33:17.136332,12,55.74,0.83,Position Falsification,1.0,HIGH,0.4,,{},2026-02-23 20:33:17
201,2026-02-23T20:33:17.331091,0,63.03,59.09,GPS Spoofing,1.0,HIGH,0.2377,,{},2026-02-23 20:33:17
202,2026-02-23T20:33:17.331091,3,100.0,66.31,Message Tampering,0.8,MEDIUM,0.4,,{},2026-02-23 20:33:17
203,2026-02-23T20:33:17.331091,6,20.3,7.74,GPS Spoofing,1.0,HIGH,0.2736,,{},2026-02-23 20:33:17
204,2026-02-23T20:33:17.331091,9,70.1,52.5,GPS Spoofing,1.0,HIGH,0.3055,,{},2026-02-23 20:33:17
205,2026-02-23T20:33:17.331091,12,59.98,0.0,Position Falsification,1.0,HIGH,0.4,,{},2026-02-23 20:33:17
206,2026-02-23T20:33:17.546974,0,65.64,54.91,GPS Spoofing,1.0,HIGH,0.2982,,{},2026-02-23 20:33:17
207,2026-02-23T20:33:17.546974,3,95.89,61.95,Message Tampering,0.8,MEDIUM,0.4,,{},2026-02-23 20:33:17
208,2026-02-23T20:33:17.546974,6,15.35,12.24,GPS Spoofing,1.0,HIGH,0.2787,,{},2026-02-23 20:33:17
209,2026-02-23T20:33:17.546974,9,74.79,52.49,Position Falsification,0.6,MEDIUM,0.3429,,{},2026-02-23 20:33:17
